,year,name,christian,islam,buddhist,nonrelig,judaism,other,pop
461,1955,DE,65259703,285361,0,2836549,17116,1909271,70308000
462,1960,DE,67766735,450000,0,3708063,22169,717033,72664000
463,1965,DE,70456017,709625,0,4207910,41441,646007,76061000
464,1970,DE,69758473,969250,0,5467420,60714,1516143,77772000
465,1975,DE,69568264,1228875,0,6452360,46507,1400994,78697000
466,1980,DE,68644120,1488500,5000,7589713,32800,514867,78275000
467,1985,DE,66967170,1463000,0,8609751,23032,556047,77619000
468,1990,DE,62557600,2850000,75000,13360000,47000,512400,79402000
469,1995,DE,60917960,3258506,79843,15365036,135319,1904336,81661000
470,2000,DE,56327135,3000000,80000,21800000,187500,825365,82220000
471,2005,DE,54399203,3500000,82000,19054252,189000,5239545,82464000
472,2010,DE,57827992,4000000,245000,18790764,119000,716220,81698976
473,1945,DEN,3986493,0,0,15423,5785,32299,4040000
474,1950,DEN,4232956,0,0,30018,6021,1005,4270000
475,1955,DEN,4384058,0,0,48421,6266,255,4439000
476,1960,DEN,4522160,0,0,51825,6510,505,4581000
477,1965,DEN,4676866,0,0,74228,6755,151,4758000
478,1970,DEN,4824090,9977,1001,85631,6999,1302,4929000
479,1975,DEN,4804803,12488,3569,170353,7124,61663,5060000
480,1980,DEN,4783315,13000,6137,197076,7250,116222,5123000
481,1985,DEN,4780328,34000,8705,223798,6975,60194,5114000
482,1990,DEN,4777340,55000,11272,250520,6700,39168,5140000
483,1995,DEN,4703433,108747,13840,356035,6737,39208,5228000
484,2000,DEN,4551334,174507,3941,435000,6159,122059,5293000
485,2005,DEN,4544945,200000,4423,471500,7000,188132,5416000
486,2010,DEN,4527237,222000,4487,560000,2153,223757,5539634
487,1980,DJI,17600,330875,0,5467,0,1058,355000
488,1985,DJI,17475,404000,0,5892,0,2633,430000
489,1990,DJI,23660,484500,0,6350,0,2490,517000
490,1995,DJI,26408,564940,0,6843,0,2809,601000
491,2000,DJI,10397,622050,0,4500,0,1053,638000
492,2005,DJI,11125,784875,0,6700,0,2300,805000
493,2010,DJI,12256,860869,0,8500,0,1318,882943
494,1980,DMA,73940,0,0,0,0,60,74000
495,1985,DMA,74000,0,0,0,0,1000,75000
496,1990,DMA,69480,0,90,0,0,2430,72000
497,1995,DMA,69050,69,46,1000,0,835,71000
498,2000,DMA,60965,139,92,5000,0,4804,71000
499,2005,DMA,64061,0,88,4690,0,3547,72386
500,2010,DMA,67160,0,0,4380,0,1460,73000
501,1945,DOM,1879020,0,0,0,0,100980,1980000
502,1950,DOM,2131914,0,56,1845,463,105722,2240000
503,1955,DOM,2490952,0,28,0,231,62789,2554000
504,1960,DOM,3149465,0,0,0,0,81535,3231000
505,1965,DOM,3239450,0,0,0,0,110550,3350000
506,1970,DOM,3598539,0,1500,450000,350,11611,4062000
507,1975,DOM,3949249,0,750,580000,415,166586,4697000
508,1980,DOM,4855425,0,2000,626670,480,212425,5697000
509,1985,DOM,5357360,0,0,705760,0,352880,6416000
510,1990,DOM,6044752,1600,1470,781672,0,276620,7106114
511,1995,DOM,6098300,0,0,788700,0,283000,7170000
512,2000,DOM,6526613,1873,1533,1652307,100,79110,8261536
513,2005,DOM,7484946,2083,1705,1653117,100,42033,9183984
514,2010,DOM,8662283,0,0,1194797,100,99468,9956648
515,1960,DRC,11222901,216980,0,2968,441,2662710,14106000
516,1965,DRC,14667439,257961,0,3983,485,2448132,17378000
517,1970,DRC,19439860,298941,0,5345,534,1893320,21638000
518,1975,DRC,20532249,225820,525,7172,587,1815647,22582000
519,1980,DRC,24665560,390000,1050,9000,640,1310750,26377000
520,1985,DRC,29078300,412500,1575,72000,530,1416095,30981000
521,1990,DRC,33302540,435000,2100,135000,420,1686940,35562000
522,1995,DRC,43148540,454530,2486,174863,441,1672140,45453000
523,2000,DRC,47010884,671502,2872,427000,463,3541279,51654000
524,2005,DRC,54270480,886155,3438,472000,363,3444564,59077000
525,2010,DRC,63127199,882247,3841,345000,407,3506466,67865160
526,1945,ECU,2502000,0,0,0,0,278000,2780000
527,1950,ECU,2903000,0,0,0,0,322000,3225000
528,1955,ECU,3554658,0,0,0,0,307342,3862000
529,1960,ECU,4106886,0,0,0,0,332114,4439000
530,1965,ECU,4854560,0,0,0,0,289440,5144000
531,1970,ECU,5871027,0,1000,9500,1000,87473,5970000
532,1975,ECU,6464010,0,0,0,0,442990,6907000
533,1980,ECU,7662642,0,666,13466,933,283293,7961000
534,1985,ECU,8948500,0,1000,20000,1000,359500,9330000
535,1990,ECU,9874700,0,1200,14600,1400,372100,10264000
536,1995,ECU,8978500,0,0,0,0,351500,9330000
537,2000,ECU,11477020,1200,4422,948450,1300,213608,12646000
538,2005,ECU,12136581,1350,5941,1078113,1150,26865,13250000
539,2010,ECU,12830327,1500,7460,1207777,1000,161087,14209151
540,1945,EGY,2888520,15428230,0,0,43159,100091,18460000
541,1950,EGY,3282980,16778020,0,0,80180,319820,20461000
542,1955,EGY,2868990,20039010,0,0,40090,41910,22990000
543,1960,EGY,2455000,23300000,0,0,0,330000,26085000
544,1965,EGY,2273864,27050000,0,0,2484,62652,29389000
545,1970,EGY,3939505,28933990,0,0,0,179505,33053000
546,1975,EGY,2710305,34271694,0,0,1304,13697,36997000
547,1980,EGY,4250920,35387450,0,30000,300,909330,40578000
548,1985,EGY,5017153,41152450,0,0,794,302603,46473000
549,1990,EGY,7093000,45800000,0,220000,1200,155800,53270000
550,1995,EGY,7398104,47770094,0,229463,1251,3827088,59226000
551,2000,EGY,7964760,60253600,0,228233,0,23407,68470000
552,2005,EGY,8865270,63117840,0,560000,0,500890,73044000
553,2010,EGY,9851306,70248701,0,812776,0,364777,81277560
554,1970,EQG,256908,1301,0,12810,0,19981,291000
555,1975,EQG,197199,1425,0,6000,0,20376,225000
556,1980,EQG,190770,1550,0,7500,0,17180,217000
557,1985,EQG,284570,4255,0,6240,0,16935,312000
558,1990,EQG,318600,6960,0,11000,0,11440,348000
559,1995,EQG,339545,11653,0,11370,0,16432,379000
560,2000,EQG,394530,18700,0,14500,0,25270,453000
561,2005,EQG,526785,24665,0,18000,0,39550,609000
562,2010,EQG,622914,27500,0,24000,0,23881,698295
563,1995,ERI,1539364,1542000,0,60000,0,29636,3171000
564,2000,ERI,1812203,1925000,0,65000,0,47797,3850000
565,2005,ERI,2012850,2370690,0,55755,0,33705,4473000
566,2010,ERI,3009808,2100000,0,66898,0,57744,5234450
567,1995,EST,647267,3982,487,794845,1622,35797,1484000
568,2000,EST,401015,1726,774,760000,3200,229285,1396000
569,2005,EST,390579,1863,1087,842500,2450,107521,1346000
570,2010,EST,380141,2000,1401,925000,1700,29732,1339974
571,1945,ETH,8110359,4918820,0,0,20490,4152331,17202000
572,1950,ETH,8487851,5306940,0,0,21139,5757070,19573000
573,1955,ETH,8882912,5730000,0,0,21808,4465280,19100000
574,1960,ETH,10232470,7245000,0,0,22476,3200054,20700000
575,1965,ETH,11249499,7717660,0,0,23145,3708696,22699000
576,1970,ETH,12798354,7653372,0,0,23813,4150461,24626000
577,1975,ETH,15382676,8130600,0,2500,28906,3557318,27102000
578,1980,ETH,17967000,9319500,0,5000,34000,3739500,31065000
579,1985,ETH,24156800,14161600,0,35000,22000,5879600,44255000
580,1990,ETH,29253960,16540480,0,65000,10000,5819560,51689000
581,1995,ETH,32575450,19270180,0,76045,10975,4744350,56677000
582,2000,ETH,38159809,20608195,0,98200,11950,3686846,62565000
583,2005,ETH,42171769,27234000,0,79500,8500,3550231,73044000
584,2010,ETH,50654152,28332765,0,105200,4500,3182183,82278800
585,2005,ETM,972160,7936,0,3770,0,8134,992000
586,2010,ETM,1105222,7894,1127,4365,0,9171,1127779
587,1970,FIJ,262522,40404,0,2553,0,214521,520000
588,1975,FIJ,288710,44902,0,3200,0,232188,569000
589,1980,FIJ,315460,49400,0,4100,0,265040,634000
590,1985,FIJ,350700,50000,0,6550,0,289750,697000
591,1990,FIJ,415840,50600,0,9000,100,255460,731000
592,1995,FIJ,485735,47760,0,8594,104,253807,796000
593,2000,FIJ,449482,54323,0,10500,0,302695,817000
594,2005,FIJ,448500,57750,0,12500,111,306139,825000
595,2010,FIJ,549963,51559,0,9042,0,248754,859318
596,1945,FIN,3738694,570,0,77534,1517,1685,3820000
597,1950,FIN,3888684,640,0,112252,1506,5918,4009000
598,1955,FIN,4031299,710,0,155465,1494,46032,4235000
599,1960,FIN,4169858,781,0,198679,1483,59199,4430000
600,1965,FIN,4308416,851,0,241892,1471,11370,4564000
601,1970,FIN,4323418,921,0,248724,1460,31477,4606000
602,1975,FIN,4342197,930,0,310926,1475,55472,4711000
603,1980,FIN,4367880,940,0,372840,1490,36850,4780000
604,1985,FIN,4410722,4370,0,441180,1370,44358,4902000
605,1990,FIN,4437525,7800,2000,508572,1250,28853,4986000
606,1995,FIN,4444851,12181,2677,618068,1241,28982,5108000
607,2000,FIN,4468908,16563,3354,667704,1232,18239,5176000
608,2005,FIN,4422378,23712,4879,771162,1249,22620,5246000
609,2010,FIN,4258941,24245,4988,890650,1277,183807,5363908
610,1945,FRN,37239888,168108,995,1910038,364863,16108,39700000
611,1950,FRN,38511767,199498,2992,2491639,398996,131108,41736000
612,1955,FRN,38955930,236749,8996,3195133,436321,594871,43428000
613,1960,FRN,39808773,274000,15001,3898626,473645,1213955,45684000
614,1965,FRN,42091117,814753,21005,4602120,510970,718035,48758000
615,1970,FRN,43475937,1355506,27009,5105613,548294,255641,50768000
616,1975,FRN,44111544,1602753,97244,6009107,543547,334805,52699000
617,1980,FRN,44747150,1850000,167478,6412600,538800,163972,53880000
618,1985,FRN,45233457,1655000,217713,7436950,556900,183980,55284000
619,1990,FRN,44618413,1810000,307948,9161300,575000,262339,56735000
620,1995,FRN,43939194,2677400,378182,10185650,581390,377184,58139000
621,2000,FRN,42875006,4450000,594540,10500000,620000,40454,59080000
622,2005,FRN,42399613,5500000,609960,10674300,600000,1212127,60996000
623,2010,FRN,44023361,4950000,650755,12008726,480000,609718,62722560
624,1995,FSM,97966,0,550,852,0,5632,105000
625,2000,FSM,100952,0,622,3056,0,14370,119000
626,2005,FSM,90100,0,570,2800,0,15530,109000
627,2010,FSM,96000,0,650,3500,0,10821,110971
628,1960,GAB,286740,2365,0,0,0,196895,486000
629,1965,GAB,311640,3000,0,0,0,147360,462000
630,1970,GAB,362200,3805,0,0,0,137995,504000
631,1975,GAB,471871,4902,0,1750,0,114477,593000
632,1980,GAB,525000,6000,0,3500,0,156500,691000
633,1985,GAB,685540,8280,0,5250,0,103930,803000
634,1990,GAB,806600,40000,0,7000,0,81400,935000
635,1995,GAB,946880,79645,0,11946,0,37529,1076000
636,2000,GAB,936379,147120,0,16893,0,125608,1226000
637,2005,GAB,963099,157560,0,18500,0,173841,1313000
638,2010,GAB,1047752,210332,0,22500,0,121630,1402214
639,1965,GAM,12997,330000,0,1777,0,59226,404000
640,1970,GAM,14576,385214,0,2011,0,60199,462000
641,1975,GAM,18347,438160,0,2752,0,64741,524000
642,1980,GAM,22100,506850,0,3423,0,68627,601000
643,1985,GAM,31238,667500,0,4259,0,72003,775000
644,1990,GAM,37260,790760,0,5300,0,87680,921000
645,1995,GAM,44806,990900,0,6594,0,68700,1111000
646,2000,GAM,39687,1174500,0,7888,0,82925,1305000
647,2005,GAM,45673,1299360,0,8711,0,82256,1436000
648,2010,GAM,74920,1548362,0,8900,0,88221,1720403
649,1960,GHA,2981878,810240,0,0,0,2984882,6777000
650,1965,GHA,3668638,939720,298,5676,0,3216668,7831000
651,1970,GHA,4403670,1193227,299,8978,0,3026826,8633000
652,1975,GHA,5100000,1494963,299,11589,0,3219149,9826000
653,1980,GHA,5800000,1796700,300,14200,0,3196800,10808000
654,1985,GHA,7100000,2012000,320,31100,0,3573580,12717000
655,1990,GHA,8280300,2930000,340,48000,0,3759360,15018000
656,1995,GHA,10150510,3464972,372,55844,0,3666302,17338000
657,2000,GHA,10986230,3787000,404,1202603,0,4235763,20212000
658,2005,GHA,12666130,3404843,431,806411,0,4465185,21343000
659,2010,GHA,16879326,4223515,0,1439835,0,1454576,23997252
660,1975,GNB,66700,190100,0,0,0,370200,627000
661,1980,GNB,97160,249920,0,900,0,433020,781000
662,1985,GNB,112970,286770,0,8690,0,460570,869000
663,1990,GNB,115320,318120,0,13600,0,516960,964000
664,1995,GNB,142554,374150,0,14628,0,537668,1069000
665,2000,GNB,145500,505200,0,15657,0,546643,1213000
666,2005,GNB,158866,556919,0,19200,0,591015,1326000
667,2010,GNB,160848,589777,0,24000,0,703159,1477784
668,1945,GRC,7218442,73000,0,0,8500,58,7300000
669,1950,GRC,7439871,112665,0,121,6325,7018,7566000
670,1955,GRC,7843845,110332,0,3848,6062,1913,7966000
671,1960,GRC,8204821,108000,0,7574,5800,805,8327000
672,1965,GRC,8416821,119068,0,9301,4799,11,8550000
673,1970,GRC,8648876,125136,0,11000,3799,4189,8793000
674,1975,GRC,8867546,132068,0,17513,3849,26024,9047000
675,1980,GRC,9467466,134000,0,20000,3900,17634,9643000
676,1985,GRC,9635980,150000,0,90000,5250,52770,9934000
677,1990,GRC,9754560,202500,0,160000,6600,37340,10161000
678,1995,GRC,10021758,235000,0,189449,6009,1784,10454000
679,2000,GRC,10176670,220000,0,190000,4860,53470,10645000
680,2005,GRC,10580420,240000,0,250000,5500,28080,11104000
681,2010,GRC,10682948,272000,0,295000,5648,63692,11319288
682,1995,GRG,4581948,595870,0,216680,19753,2749,5417000
683,2000,GRG,4406616,458374,0,75800,13750,13460,4968000
684,2005,GRG,3851060,434000,0,175000,12875,27065,4500000
685,2010,GRG,3553010,440787,0,390000,12000,56597,4452394
686,1975,GRN,89800,0,0,100,0,17900,107800
687,1980,GRN,92590,0,0,140,0,16270,109000
688,1985,GRN,77000,0,0,0,0,14000,91000
689,1990,GRN,75257,0,0,0,0,15743,91000
690,1995,GRN,77438,152,0,2097,0,11313,91000
691,2000,GRN,76726,167,0,6820,0,4287,88000
692,2005,GRN,96820,500,0,4957,0,723,103000
693,2010,GRN,94323,526,0,5217,0,8353,108419
694,1945,GUA,2317000,0,0,0,0,123000,2440000
695,1950,GUA,2781134,0,0,0,829,187037,2969000
696,1955,GUA,3065206,0,0,0,0,192794,3258000
697,1960,GUA,3807000,0,0,0,0,157000,3964000
698,1965,GUA,4306560,0,0,0,0,261440,4568000
699,1970,GUA,4816793,0,1000,102480,1000,324727,5246000
700,1975,GUA,5447596,0,1000,74940,250,499214,6023000
701,1980,GUA,6078400,0,1000,47400,500,789700,6917000
702,1985,GUA,7243700,400,1300,66100,250,651250,7963000
703,1990,GUA,8511300,800,1600,84800,950,597550,9197000
704,1995,GUA,9576225,655,1390,19521,644,377565,9976000
705,2000,GUA,11045250,911,1981,284625,1014,51219,11385000
706,2005,GUA,12065950,1100,2000,508040,1000,122910,12701000
707,2010,GUA,13133239,2000,0,635050,2000,52174,13824463
708,1960,GUI,38998,1620000,0,3620,0,1609382,3272000
709,1965,GUI,45435,1636000,0,4123,0,1824442,3510000
710,1970,GUI,51872,2173980,0,4696,0,1669452,3900000
711,1975,GUI,58435,2657017,1115,5348,0,1427085,4149000
712,1980,GUI,65000,2978870,2229,6000,0,1408901,4461000
713,1985,GUI,120000,3122870,3344,7000,0,1407786,4661000
714,1990,GUI,220000,3847000,4458,8000,0,1675542,5755000
715,1995,GUI,280000,4997320,5573,10988,0,2055119,7349000
716,2000,GUI,534351,6315500,6500,13976,0,559673,7430000
717,2005,GUI,737678,7837850,8200,20637,0,616635,9221000
718,2010,GUI,819087,8702832,9000,19259,0,688449,10238627
719,1970,GUY,376491,62747,1964,3935,49,263814,709000
720,1975,GUY,419635,70290,0,0,0,291075,781000
721,1980,GUY,418500,75600,2000,7000,0,255900,759000
722,1985,GUY,438000,80000,0,0,0,275000,793000
723,1990,GUY,303900,57600,1500,104400,60,252540,720000
724,1995,GUY,367200,55800,0,71700,38,240262,735000
725,2000,GUY,430500,54000,750,39000,16,225734,750000
726,2005,GUY,429477,55781,375,38687,22,233658,758000
727,2010,GUY,427919,57562,0,38375,29,243616,767501
728,1945,HAI,2936500,0,0,0,0,1545000,3090000
729,1950,HAI,2944000,0,0,0,0,1548500,3097000
730,1955,HAI,3098500,0,0,0,0,1750000,3500000
731,1960,HAI,3253000,0,0,0,0,1902000,3804000
732,1965,HAI,3742881,0,0,0,0,2071500,4143000
733,1970,HAI,4235925,1500,0,183830,100,2270700,4520000
734,1975,HAI,4553806,1500,0,183830,100,2460000,4920000
735,1980,HAI,5002500,1700,0,57900,100,2782800,5353000
736,1985,HAI,5125000,0,0,520000,0,2932500,5865000
737,1990,HAI,5934500,1660,0,410442,160,3243180,6486000
738,1995,HAI,6621510,830,0,0,129,3594353,7180000
739,2000,HAI,7377600,0,0,822200,98,5097027,8222000
740,2005,HAI,7998500,2000,0,941000,500,6598200,9410000
741,2010,HAI,8003882,1750,0,976083,120,4400901,9760832
742,1945,HON,1197574,0,0,0,0,62426,1260000
743,1950,HON,1400000,0,0,0,0,45000,1445000
744,1955,HON,1614700,0,0,0,0,50300,1665000
745,1960,HON,1889000,0,0,0,0,54000,1943000
746,1965,HON,1994293,0,0,0,0,35662,2029955
747,1970,HON,2474700,1600,1000,35430,150,126120,2639000
748,1975,HON,2976874,0,1000,35430,150,79546,3093000
749,1980,HON,3479050,1840,1000,11900,210,197000,3691000
750,1985,HON,4295000,0,0,15000,0,62000,4372000
751,1990,HON,4919650,6000,2500,106400,290,70160,5105000
752,1995,HON,5624825,3000,1250,103200,145,220580,5953000
753,2000,HON,6330000,0,0,100000,0,100000,6530000
754,2005,HON,6587486,10010,3854,402332,357,102961,7107000
755,2010,HON,7121814,397,0,800203,397,79228,8002039
756,1945,HUN,8107212,0,0,724818,153470,38500,9024000
757,1950,HUN,8392007,0,0,750280,134000,64713,9341000
758,1955,HUN,8727750,0,0,975535,117000,4715,9825000
759,1960,HUN,8765444,0,0,1058930,100000,59626,9984000
760,1965,HUN,8773090,0,0,1211324,95121,73465,10153000
761,1970,HUN,8697982,2005,301,1463719,90242,82751,10337000
762,1975,HUN,8552839,5618,476,1621206,92682,259179,10532000
763,1980,HUN,8424299,9232,651,1778693,95121,399004,10707000
764,1985,HUN,8295758,12845,825,1936180,97561,235831,10579000
765,1990,HUN,8053776,16458,1000,2093666,100000,100100,10365000
766,1995,HUN,7811791,20072,2206,2251153,56435,87343,10229000
767,2000,HUN,7462967,3150,5139,2059759,12666,492319,10036000
768,2005,HUN,7066031,3825,2569,2374282,11815,628478,10087000
769,2010,HUN,6669095,4500,0,2688805,10965,526635,9900000
770,1945,ICE,126571,0,0,2326,0,103,129000
